,sample_id,severity,snippet
1348,5602164.txt,major,"    @Test
    public void writeRead() throws IOException {
        try (XSSFWorkbook workbook = XSSFTestDataSamples.openSampleWorkbook(""WithVariousData.xlsx"")) {
            XSSFSheet sheet1 = workbook.getSheetAt(0);
            XSSFSheet sheet2 = workbook.getSheetAt(1);

            assertTrue(sheet1.hasComments());
            assertFalse(sheet2.hasComments());

            // Change on comment on sheet 1, and add another into
            //  sheet 2
            Row r5 = sheet1.getRow(4);
            Comment cc5 = r5.getCell(2).getCellComment();
            cc5.setAuthor(""Apache POI"");
            cc5.setString(new XSSFRichTextString(""Hello!""));

            Row r2s2 = sheet2.createRow(2);
            Cell c1r2s2 = r2s2.createCell(1);
            assertNull(c1r2s2.getCellComment());

            Drawing<?> dg = sheet2.createDrawingPatriarch();
            Comment cc2 = dg.createCellComment(new XSSFClientAnchor());
            cc2.setAuthor(""Also POI"");
            cc2.setString(new XSSFRichTextString(""A new comment""));
            c1r2s2.setCellComment(cc2);

            // Save, and re-load the file
            try (XSSFWorkbook workbookBack = XSSFTestDataSamples.writeOutAndReadBack(workbook)) {
                // Check we still have comments where we should do
                sheet1 = workbookBack.getSheetAt(0);
                sheet2 = workbookBack.getSheetAt(1);
                assertNotNull(sheet1.getRow(4).getCell(2).getCellComment());
                assertNotNull(sheet1.getRow(6).getCell(2).getCellComment());
                assertNotNull(sheet2.getRow(2).getCell(1).getCellComment());

                // And check they still have the contents they should do
                assertEquals(""Apache POI"",
                        sheet1.getRow(4).getCell(2).getCellComment().getAuthor());
                assertEquals(""Nick Burch"",
                        sheet1.getRow(6).getCell(2).getCellComment().getAuthor());
                assertEquals(""Also POI"",
                        sheet2.getRow(2).getCell(1).getCellComment().getAuthor());

                assertEquals(""Hello!"",
                        sheet1.getRow(4).getCell(2).getCellComment().getString().getString());
            }
        }
    }"
1349,5409414.txt,none,"    @GET
    @Path(""list"")
    public Collection<Subject> list() {
        return dao.findAll();
    }"
1350,8956366.txt,none,"    public WMDropPoolRequestTupleScheme getScheme() {
      return new WMDropPoolRequestTupleScheme();
    }"
1351,4437678.txt,none,"    public LaterunEvent(String clusterName, String wfId, String parentId, long msgInsertTime,
                        long delay, String entityType, String entityName,
                        String instance, int runId, String workflowUser) {
        super(clusterName, wfId, parentId, msgInsertTime, delay, entityType, entityName,
                instance, runId, workflowUser);
    }"
1352,5839532.txt,none,"    public static String adjustRelativePath(String path) throws FileNotFoundException {
        // Empty or null path can't point to anything useful. The assumption is
        // that the value is deliberately empty / null so leave it that way.
        if (path == null || path.length() == 0) {
            return path;
        }
        String newPath = path;
        File f = new File(newPath);
        if ( !f.isAbsolute()) {
            newPath = System.getProperty(Constants.CATALINA_BASE_PROP) + File.separator + newPath;
            f = new File(newPath);
        }
        if (!f.exists()) {
            throw new FileNotFoundException(sm.getString(""sslHostConfig.fileNotFound"", newPath));
        }
        return newPath;
    }"
1353,4318037.txt,none,"    @Override
    CostEstimate getFinalCostEstimate()
		throws StandardException
	{
		if (getCandidateFinalCostEstimate() != null)
        {
			return getCandidateFinalCostEstimate();
        }

		CostEstimate leftCE = leftResultSet.getFinalCostEstimate();
		CostEstimate rightCE = rightResultSet.getFinalCostEstimate();

		setCandidateFinalCostEstimate( getNewCostEstimate() );
		getCandidateFinalCostEstimate().setCost(
			leftCE.getEstimatedCost() + rightCE.getEstimatedCost(),
			getRowCountEstimate(leftCE.rowCount(), rightCE.rowCount()),
			getSingleScanRowCountEstimate(leftCE.singleScanRowCount(),
				rightCE.singleScanRowCount()));

		return getCandidateFinalCostEstimate();
	}"
1354,6471245.txt,none,"	public JavaVMOption(String optionString, ImagePointer extraInfo) {
		if (optionString == null) {
			throw new IllegalArgumentException();
		}
		_optionString = optionString;
		_extraInfo = extraInfo;
	}"
1355,8030414.txt,minor,"        public int specialStateTransition(int s, IntStream _input) throws NoViableAltException {
            TokenStream input = (TokenStream)_input;
        	int _s = s;
            switch ( s ) {
                    case 0 : 
                        int LA102_1 = input.LA(1);

                         
                        int index102_1 = input.index();
                        input.rewind();
                        s = -1;
                        if ( (synpred145_InternalDomainmodel()) ) {s = 77;}

                        else if ( (true) ) {s = 2;}

                         
                        input.seek(index102_1);
                        if ( s>=0 ) return s;
                        break;
            }
            if (state.backtracking>0) {state.failed=true; return -1;}
            NoViableAltException nvae =
                new NoViableAltException(getDescription(), 102, _s, input);
            error(nvae);
            throw nvae;
        }"
1356,7031904.txt,none,"    @Deprecated
    public AmazonS3EncryptionClient(AWSCredentials credentials,
            EncryptionMaterialsProvider encryptionMaterialsProvider) {
        this(credentials, encryptionMaterialsProvider,
                configFactory.getConfig(), new CryptoConfiguration());
    }"
1357,9267168.txt,none,"    public static ValueNode create(ValueNode forValue, ConstantReflectionProvider constantReflection) {
        if (forValue instanceof NewArrayNode) {
            NewArrayNode newArray = (NewArrayNode) forValue;
            return newArray.length();
        }

        ValueNode length = readArrayLength(forValue, constantReflection);
        if (length != null) {
            return length;
        }
        return new ArrayLengthNode(forValue);
    }"
1358,6492213.txt,none,"	public IRIFunction(ValueExpr arg) {
		super(arg);
	}"
1359,7628757.txt,none,"	private void formatElement(IProgressMonitor monitor) {
		FormatProcessorXML formatProcessor = new FormatProcessorXML();
		formatProcessor.setProgressMonitor(monitor);
		formatProcessor.getFormatPreferences().setClearAllBlankLines(true);
		formatProcessor.formatModel(model);

		CleanupProcessorXML bla = new CleanupProcessorXML();
		bla.getCleanupPreferences().setCompressEmptyElementTags(true);
		bla.cleanupModel(model);
	}"
1360,3848916.txt,none,"    public void setLocal(boolean local) {
        this.local = local;
    }"
1361,6935551.txt,none,"  public static ExtensionDescription getDefaultDescription(boolean required,
      boolean repeatable) {
    ExtensionDescription desc =
        ExtensionDescription.getDefaultDescription(GphotoPhotoId.class);
    desc.setRequired(required);
    desc.setRepeatable(repeatable);
    return desc;
  }"
1362,6119512.txt,none,"        @Override
        public boolean accept(Object anObject)
        {
            return !this.collection.contains(anObject);
        }"
1363,9018110.txt,none,"  private void registerReporter(String registry, String name, String tag, SolrMetricReporter reporter) throws Exception {
    try {
      if (!reportersLock.tryLock(10, TimeUnit.SECONDS)) {
        throw new Exception(""Could not obtain lock to modify reporters registry: "" + registry);
      }
    } catch (InterruptedException e) {
      throw new Exception(""Interrupted while trying to obtain lock to modify reporters registry: "" + registry);
    }
    try {
      Map<String, SolrMetricReporter> perRegistry = reporters.get(registry);
      if (perRegistry == null) {
        perRegistry = new HashMap<>();
        reporters.put(registry, perRegistry);
      }
      if (tag != null && !tag.isEmpty()) {
        name = name + ""@"" + tag;
      }
      SolrMetricReporter oldReporter = perRegistry.get(name);
      if (oldReporter != null) { // close it
        log.info(""Replacing existing reporter '"" + name + ""' in registry '"" + registry + ""': "" + oldReporter.toString());
        oldReporter.close();
      }
      perRegistry.put(name, reporter);

    } finally {
      reportersLock.unlock();
    }
  }"
1364,6281757.txt,none,"    protected void findScheduler() throws Exception
    {
        if (_scheduler == null)
        {
            if (_sessionIdManager instanceof DefaultSessionIdManager)
            {
                //try and use a common scheduler, fallback to own
                _scheduler = ((DefaultSessionIdManager)_sessionIdManager).getServer().getBean(Scheduler.class);
            }

            if (_scheduler == null)
            {
                _scheduler = new ScheduledExecutorScheduler(String.format(""Session-HouseKeeper-%x"",hashCode()),false);
                _ownScheduler = true;
                _scheduler.start();
                if (LOG.isDebugEnabled()) LOG.debug(""Using own scheduler for scavenging"");
            }
            else if (!_scheduler.isStarted())
                throw new IllegalStateException(""Shared scheduler not started"");
        }
    }"
1365,4743999.txt,none,"  public static Protos.FrameworkID toFrameworkID(ByteBuffer bb) {
    try {
      return Protos.FrameworkID.parseFrom(getBytes(bb, bb.getInt()));
    } catch (Exception e) {
      throw new RuntimeException(""Failed to parse Framework ID"", e);
    }
  }"
1366,7144792.txt,none,"    public HttpResponse(int code, String message,Map<String, List<String>> headers,
                        String content) {
        this.code = code;
        this.message = message;
        this.headers = new HashMap<>(headers);
        this.content = content;
    }"
1367,8895014.txt,none,"  public void addToAborted(long elem) {
    if (this.aborted == null) {
      this.aborted = new HashSet<Long>();
    }
    this.aborted.add(elem);
  }"
1368,3927368.txt,none,"      @Override
      public void read(org.apache.thrift.protocol.TProtocol prot, cancelCompaction_args struct) throws org.apache.thrift.TException {
        org.apache.thrift.protocol.TTupleProtocol iprot = (org.apache.thrift.protocol.TTupleProtocol) prot;
        java.util.BitSet incoming = iprot.readBitSet(2);
        if (incoming.get(0)) {
          struct.login = iprot.readBinary();
          struct.setLoginIsSet(true);
        }
        if (incoming.get(1)) {
          struct.tableName = iprot.readString();
          struct.setTableNameIsSet(true);
        }
      }"
1369,4550371.txt,none,"	@Override
	public void validateSelfUserAccountMapping(Long accountId) {

		if (!this.appuserSavingsMapperReadService.isSavingsMappedToUser(accountId,
				this.context.getAuthenticatedUserIfPresent().getId())) {
			throw new SavingsAccountNotFoundException(accountId);

		}
	}"
1370,8537914.txt,minor,"    @Override
    public String getVMPassword(final GetVMPasswordCmd cmd) {
        final Account caller = getCaller();

        final UserVmVO vm = _userVmDao.findById(cmd.getId());
        if (vm == null) {
            final InvalidParameterValueException ex = new InvalidParameterValueException(""No VM with specified id found."");
            ex.addProxyObject(cmd.getId().toString(), ""vmId"");
            throw ex;
        }

        // make permission check
        _accountMgr.checkAccess(caller, null, true, vm);

        _userVmDao.loadDetails(vm);
        final String password = vm.getDetail(""Encrypted.Password"");
        if (password == null || password.equals("""")) {
            final InvalidParameterValueException ex = new InvalidParameterValueException(
                    ""No password for VM with specified id found. "" + ""If VM is created from password enabled template and SSH keypair is assigned to VM then only password can be retrieved."");
            ex.addProxyObject(vm.getUuid(), ""vmId"");
            throw ex;
        }

        return password;
    }"
